,ID,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,GENDERIndex,GENDERclassVec,STATUSIndex,STATUSclassVec,HOMEOWNERIndex,HOMEOWNERclassVec,features,rawPrediction,probability,prediction,predictedLabel
311,983,F,M,2,18296,Y,43,80,10,20,2,1,4,18,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,983.0,2.0,18296.0,43.0,80.0,10.0,20.0,2.0,1.0,4.0,18.0,0.0]","[14.397465441155607,0.0,5.602534558844393]","[0.7198732720577803,0.0,0.28012672794221966]",0.0,High
312,989,F,S,0,2121,N,40,2020,36,505,50,5,5,12,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,989.0,0.0,2121.0,40.0,2020.0,36.0,505.0,50.0,5.0,5.0,12.0,0.0]","[3.7303180271721046,0.016946778711484593,16.25273519411641]","[0.18651590135860524,0.0008473389355742296,0.8126367597058206]",2.0,Medium
313,990,F,M,2,63566,Y,56,7940,65,1985,198,9,2,12,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,990.0,2.0,63566.0,56.0,7940.0,65.0,1985.0,198.0,9.0,2.0,12.0,0.0]","[3.5864672923601453,0.016946778711484593,16.396585928928367]","[0.1793233646180073,0.0008473389355742297,0.8198292964464186]",2.0,Medium
314,999,F,M,0,98056,N,56,23702,126,11851,1185,31,5,5,1185,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,999.0,0.0,98056.0,56.0,23702.0,126.0,11851.0,1185.0,31.0,5.0,5.0,1185.0]","[2.059665055277434,14.94305364149271,2.9972813032298546]","[0.1029832527638717,0.7471526820746355,0.14986406516149273]",1.0,Low
315,1003,M,M,1,62797,N,54,8320,55,2080,208,8,5,15,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1003.0,1.0,62797.0,54.0,8320.0,55.0,2080.0,208.0,8.0,5.0,15.0,0.0]","[12.223773257306654,0.007142857142857143,7.769083885550489]","[0.6111886628653327,0.00035714285714285714,0.3884541942775245]",0.0,High
316,1008,M,M,1,75799,N,46,22242,64,11121,1112,16,3,10,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1008.0,1.0,75799.0,46.0,22242.0,64.0,11121.0,1112.0,16.0,3.0,10.0,0.0]","[16.11757819596216,2.3296656792500308,1.5527561247878054]","[0.8058789097981082,0.11648328396250156,0.07763780623939029]",0.0,High
317,1020,M,M,0,100020,Y,46,16201,18,8100,810,4,1,9,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,1020.0,0.0,100020.0,46.0,16201.0,18.0,8100.0,810.0,4.0,1.0,9.0,0.0]","[15.385807632738523,2.8733036653634656,1.7408887018980097]","[0.7692903816369263,0.14366518326817332,0.08704443509490051]",0.0,High
318,1027,M,M,1,80000,Y,53,15271,25,7635,763,6,4,6,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,1027.0,1.0,80000.0,53.0,15271.0,25.0,7635.0,763.0,6.0,4.0,6.0,0.0]","[14.89083865844855,3.0582461638798204,2.050915177671629]","[0.7445419329224274,0.15291230819399101,0.10254575888358144]",0.0,High
319,1029,F,D,1,93454,Y,49,18941,25,9470,947,6,3,6,947,0.0,"(1,[0],[1.0])",2.0,"(2,[],[])",1.0,"(1,[],[])","[1.0,0.0,0.0,0.0,1029.0,1.0,93454.0,49.0,18941.0,25.0,9470.0,947.0,6.0,3.0,6.0,947.0]","[2.7109361398496548,17.02220818346708,0.2668556766832692]","[0.13554680699248273,0.8511104091733538,0.013342783834163457]",1.0,Low
320,1032,F,M,2,48322,Y,49,6690,43,1672,167,6,1,14,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1032.0,2.0,48322.0,49.0,6690.0,43.0,1672.0,167.0,6.0,1.0,14.0,0.0]","[3.4023370850649486,0.016946778711484593,16.580716136223565]","[0.17011685425324746,0.0008473389355742297,0.8290358068111784]",2.0,Medium
321,1033,F,M,2,81913,Y,50,6700,46,1675,167,6,2,11,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1033.0,2.0,81913.0,50.0,6700.0,46.0,1675.0,167.0,6.0,2.0,11.0,0.0]","[3.8779475831839245,0.007142857142857143,16.114909559673215]","[0.19389737915919625,0.0003571428571428572,0.8057454779836609]",2.0,Medium
322,1036,F,M,2,24482,N,34,0,0,0,0,0,0,0,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","(16,[0,1,3,4,5,6,7],[1.0,1.0,1.0,1036.0,2.0,24482.0,34.0])","[20.0,0.0,0.0]","[1.0,0.0,0.0]",0.0,High
323,1048,F,M,2,11234,Y,49,690,112,172,17,16,1,15,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1048.0,2.0,11234.0,49.0,690.0,112.0,172.0,17.0,16.0,1.0,15.0,0.0]","[8.32198710598617,0.007142857142857143,11.670870036870973]","[0.41609935529930847,0.00035714285714285714,0.5835435018435486]",2.0,Medium
324,1051,F,M,2,72841,N,47,10361,72,5180,518,18,2,10,518,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1051.0,2.0,72841.0,47.0,10361.0,72.0,5180.0,518.0,18.0,2.0,10.0,518.0]","[2.566779012357393,16.7785750646556,0.6546459229870101]","[0.12833895061786962,0.8389287532327797,0.0327322961493505]",1.0,Low
325,1052,M,M,1,63670,Y,46,27392,51,13696,1369,12,3,9,1369,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,1052.0,1.0,63670.0,46.0,27392.0,51.0,13696.0,1369.0,12.0,3.0,9.0,1369.0]","[2.507909702834376,17.006072909089525,0.4860173880760996]","[0.1253954851417188,0.8503036454544762,0.024300869403804982]",1.0,Low
326,1056,F,S,2,21274,N,46,10871,32,5435,543,8,1,5,543,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1056.0,2.0,21274.0,46.0,10871.0,32.0,5435.0,543.0,8.0,1.0,5.0,543.0]","[1.751992726688944,17.90952851238857,0.33847876092248586]","[0.08759963633444721,0.8954764256194286,0.016923938046124295]",1.0,Low
327,1063,F,M,2,84948,Y,29,11141,12,5570,557,3,3,10,557,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1063.0,2.0,84948.0,29.0,11141.0,12.0,5570.0,557.0,3.0,3.0,10.0,557.0]","[1.9975405591060922,17.72768728219744,0.2747721586964699]","[0.09987702795530459,0.8863843641098719,0.013738607934823495]",1.0,Low
328,1067,M,S,1,3960,N,15,29782,66,14891,1489,16,4,9,1489,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,1067.0,1.0,3960.0,15.0,29782.0,66.0,14891.0,1489.0,16.0,4.0,9.0,1489.0]","[2.3335460187619548,16.105831614633107,1.5606223666049392]","[0.11667730093809774,0.8052915807316554,0.07803111833024697]",1.0,Low
329,1068,M,M,0,60101,Y,64,27702,124,13851,1385,31,2,5,1385,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,1068.0,0.0,60101.0,64.0,27702.0,124.0,13851.0,1385.0,31.0,2.0,5.0,1385.0]","[3.106681855985687,16.07040496005117,0.822913183963138]","[0.15533409279928437,0.8035202480025587,0.0411456591981569]",1.0,Low
330,1069,F,M,2,38215,N,31,0,0,0,0,0,0,0,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","(16,[0,1,3,4,5,6,7],[1.0,1.0,1.0,1069.0,2.0,38215.0,31.0])","[20.0,0.0,0.0]","[1.0,0.0,0.0]",0.0,High
331,1075,F,S,0,74530,N,63,20892,106,10446,1044,26,2,7,1044,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1075.0,0.0,74530.0,63.0,20892.0,106.0,10446.0,1044.0,26.0,2.0,7.0,1044.0]","[3.8960747804625635,15.460161363578681,0.643763855958756]","[0.19480373902312817,0.7730080681789341,0.0321881927979378]",1.0,Low
332,1078,M,M,1,66931,N,64,11721,5,5860,586,1,2,10,586,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1078.0,1.0,66931.0,64.0,11721.0,5.0,5860.0,586.0,1.0,2.0,10.0,586.0]","[1.87185564137668,17.89166724759954,0.23647711102378216]","[0.09359278206883401,0.8945833623799769,0.011823855551189108]",1.0,Low
333,1080,F,M,1,14085,N,24,29002,26,14501,1450,6,4,7,1450,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1080.0,1.0,14085.0,24.0,29002.0,26.0,14501.0,1450.0,6.0,4.0,7.0,1450.0]","[1.6842372708291768,17.619260847053617,0.6965018821172072]","[0.08421186354145885,0.8809630423526809,0.03482509410586036]",1.0,Low
334,1081,F,S,0,32962,N,24,45004,154,22502,2250,38,3,9,2250,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1081.0,0.0,32962.0,24.0,45004.0,154.0,22502.0,2250.0,38.0,3.0,9.0,2250.0]","[3.595839191862681,15.37200035636519,1.0321604517721272]","[0.17979195959313404,0.7686000178182595,0.05160802258860636]",1.0,Low
335,1088,F,M,2,64816,Y,31,21002,6,10501,1050,1,3,8,1050,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1088.0,2.0,64816.0,31.0,21002.0,6.0,10501.0,1050.0,1.0,3.0,8.0,1050.0]","[1.714207225772759,18.038436789100793,0.24735598512645024]","[0.08571036128863793,0.9019218394550395,0.01236779925632251]",1.0,Low
336,1093,F,S,0,15989,N,62,3670,25,917,91,3,5,16,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1093.0,0.0,15989.0,62.0,3670.0,25.0,917.0,91.0,3.0,5.0,16.0,0.0]","[16.0435265776898,0.0,3.9564734223101983]","[0.80217632888449,0.0,0.1978236711155099]",0.0,High
337,1097,M,S,0,62705,Y,38,9000,6,2250,225,0,5,15,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[0.0,0.0,1.0,0.0,1097.0,0.0,62705.0,38.0,9000.0,6.0,2250.0,225.0,0.0,5.0,15.0,0.0]","[15.062986677499905,0.007142857142857143,4.929870465357237]","[0.7531493338749953,0.00035714285714285714,0.24649352326786186]",0.0,High
338,1102,M,M,2,90103,N,35,12231,45,6115,611,11,5,8,611,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1102.0,2.0,90103.0,35.0,12231.0,45.0,6115.0,611.0,11.0,5.0,8.0,611.0]","[2.070822139042029,17.69098719112848,0.23819066982949028]","[0.10354110695210146,0.8845493595564241,0.011909533491474514]",1.0,Low
339,1106,F,M,2,36647,N,50,21412,85,10706,1070,21,3,9,1070,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1106.0,2.0,36647.0,50.0,21412.0,85.0,10706.0,1070.0,21.0,3.0,9.0,1070.0]","[2.4091305967534717,17.22994002103944,0.360929382207091]","[0.12045652983767359,0.861497001051972,0.018046469110354547]",1.0,Low
340,1113,F,S,2,16938,N,46,13351,8,6675,667,2,2,6,667,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1113.0,2.0,16938.0,46.0,13351.0,8.0,6675.0,667.0,2.0,2.0,6.0,667.0]","[2.0776335881551145,17.63790122332483,0.28446518852005637]","[0.10388167940775574,0.8818950611662416,0.01422325942600282]",1.0,Low
341,1115,F,M,1,8073,N,55,28702,60,14351,1435,15,3,5,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1115.0,1.0,8073.0,55.0,28702.0,60.0,14351.0,1435.0,15.0,3.0,5.0,0.0]","[15.17561100839925,2.683643155853483,2.14074583574727]","[0.7587805504199623,0.13418215779267412,0.10703729178736347]",0.0,High
342,1122,F,S,1,49072,N,42,23502,10,11751,1175,2,1,9,1175,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1122.0,1.0,49072.0,42.0,23502.0,10.0,11751.0,1175.0,2.0,1.0,9.0,1175.0]","[1.389276029792415,18.25263812492115,0.35808584528643683]","[0.06946380148962075,0.9126319062460574,0.01790429226432184]",1.0,Low
343,1126,F,S,0,95786,Y,52,21332,87,10666,1066,21,3,5,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,1126.0,0.0,95786.0,52.0,21332.0,87.0,10666.0,1066.0,21.0,3.0,5.0,0.0]","[14.975693939380971,3.6867692689319416,1.3375367916870884]","[0.7487846969690484,0.18433846344659705,0.0668768395843544]",0.0,High
344,1127,M,S,0,90321,N,55,870,11,217,21,1,5,12,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,1127.0,0.0,90321.0,55.0,870.0,11.0,217.0,21.0,1.0,5.0,12.0,0.0]","[6.0667235455517545,0.007142857142857143,13.92613359730539]","[0.3033361772775877,0.00035714285714285714,0.6963066798652695]",2.0,Medium
345,1129,F,M,2,56187,N,46,8090,13,2022,202,1,4,12,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1129.0,2.0,56187.0,46.0,8090.0,13.0,2022.0,202.0,1.0,4.0,12.0,0.0]","[3.422513126471918,0.09386985563456152,16.483617017893522]","[0.17112565632359591,0.004693492781728076,0.8241808508946761]",2.0,Medium
346,1135,M,S,1,57626,Y,44,9380,38,2345,234,5,5,11,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[0.0,0.0,1.0,0.0,1135.0,1.0,57626.0,44.0,9380.0,38.0,2345.0,234.0,5.0,5.0,11.0,0.0]","[3.267419840504846,0.2813698556345615,16.45121030386059]","[0.1633709920252423,0.014068492781728077,0.8225605151930295]",2.0,Medium
347,1143,F,S,1,13109,N,63,22382,40,11191,1119,10,5,8,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1143.0,1.0,13109.0,63.0,22382.0,40.0,11191.0,1119.0,10.0,5.0,8.0,0.0]","[16.68330178570526,1.7376258782550058,1.5790723360397294]","[0.8341650892852632,0.0868812939127503,0.07895361680198648]",0.0,High
348,1145,M,S,2,21021,Y,63,3000,11,750,75,1,4,15,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[0.0,0.0,1.0,0.0,1145.0,2.0,21021.0,63.0,3000.0,11.0,750.0,75.0,1.0,4.0,15.0,0.0]","[12.81358890012043,0.0,7.1864110998795665]","[0.6406794450060217,0.0,0.3593205549939784]",0.0,High
349,1146,M,S,0,74460,Y,55,25532,179,12766,1276,44,3,7,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[0.0,0.0,1.0,0.0,1146.0,0.0,74460.0,55.0,25532.0,179.0,12766.0,1276.0,44.0,3.0,7.0,0.0]","[15.514637860078999,3.4862782965994583,0.999083843321542]","[0.77573189300395,0.1743139148299729,0.0499541921660771]",0.0,High
350,1152,F,S,2,19131,N,56,22152,34,11076,1107,8,5,7,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1152.0,2.0,19131.0,56.0,22152.0,34.0,11076.0,1107.0,8.0,5.0,7.0,0.0]","[16.98986074420276,2.1450588237378483,0.865080432059393]","[0.8494930372101379,0.10725294118689241,0.04325402160296965]",0.0,High
351,1154,F,S,2,6440,Y,48,22662,27,11331,1133,6,2,8,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,1154.0,2.0,6440.0,48.0,22662.0,27.0,11331.0,1133.0,6.0,2.0,8.0,0.0]","[17.1919248841824,1.966677760981944,0.8413973548356564]","[0.85959624420912,0.09833388804909719,0.04206986774178282]",0.0,High
352,1155,M,M,2,28766,N,47,6110,58,1527,152,8,4,14,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1155.0,2.0,28766.0,47.0,6110.0,58.0,1527.0,152.0,8.0,4.0,14.0,0.0]","[3.335105430024496,0.016946778711484593,16.647947791264016]","[0.16675527150122482,0.0008473389355742297,0.832397389563201]",2.0,Medium
353,1158,F,S,0,73228,N,53,22472,28,11236,1123,7,1,6,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1158.0,0.0,73228.0,53.0,22472.0,28.0,11236.0,1123.0,7.0,1.0,6.0,0.0]","[14.699761778953219,3.7868460620992086,1.5133921589475738]","[0.7349880889476608,0.1893423031049604,0.07566960794737868]",0.0,High
354,1159,M,M,1,64792,N,52,13051,36,6525,652,9,5,10,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1159.0,1.0,64792.0,52.0,13051.0,36.0,6525.0,652.0,9.0,5.0,10.0,0.0]","[16.218672013304687,1.7376258782550058,2.0437021084403058]","[0.8109336006652343,0.08688129391275029,0.10218510542201528]",0.0,High
355,1161,M,M,2,49910,Y,52,27422,23,13711,1371,5,1,7,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,1161.0,2.0,49910.0,52.0,27422.0,23.0,13711.0,1371.0,5.0,1.0,7.0,0.0]","[16.638243598954706,1.9709167072104803,1.3908396938348164]","[0.8319121799477351,0.098545835360524,0.0695419846917408]",0.0,High
356,1163,F,M,2,55860,Y,15,16011,10,8005,800,2,3,10,800,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1163.0,2.0,55860.0,15.0,16011.0,10.0,8005.0,800.0,2.0,3.0,10.0,800.0]","[2.267605284025186,17.471538414883526,0.26085630109129193]","[0.11338026420125928,0.8735769207441761,0.013042815054564593]",1.0,Low
357,1169,F,M,0,83287,N,41,29642,90,14821,1482,22,5,7,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1169.0,0.0,83287.0,41.0,29642.0,90.0,14821.0,1482.0,22.0,5.0,7.0,0.0]","[15.281869523295716,2.73821202922389,1.9799184474803928]","[0.7640934761647858,0.1369106014611945,0.09899592237401963]",0.0,High
358,1171,M,M,2,30665,Y,23,5830,63,1457,145,9,1,11,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,1171.0,2.0,30665.0,23.0,5830.0,63.0,1457.0,145.0,9.0,1.0,11.0,0.0]","[3.329390956890951,0.016946778711484593,16.65366226439756]","[0.16646954784454757,0.0008473389355742297,0.8326831132198782]",2.0,Medium
359,1173,F,M,1,98680,Y,42,17581,8,8790,879,2,4,6,879,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1173.0,1.0,98680.0,42.0,17581.0,8.0,8790.0,879.0,2.0,4.0,6.0,879.0]","[2.0863957980802406,17.7626096637127,0.15099453820706293]","[0.10431978990401203,0.8881304831856349,0.007549726910353147]",1.0,Low
360,1174,M,M,0,65619,Y,46,13561,144,6780,678,36,1,5,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,1174.0,0.0,65619.0,46.0,13561.0,144.0,6780.0,678.0,36.0,1.0,5.0,0.0]","[12.537092433361176,3.7134808736467297,3.7494266929920927]","[0.6268546216680589,0.18567404368233653,0.18747133464960467]",0.0,High
361,1176,F,S,0,85275,N,47,22482,151,11241,1124,37,2,5,1124,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1176.0,0.0,85275.0,47.0,22482.0,151.0,11241.0,1124.0,37.0,2.0,5.0,1124.0]","[3.0452361719162404,16.21485153690436,0.7399122911794004]","[0.152261808595812,0.8107425768452179,0.03699561455897002]",1.0,Low
362,1177,F,M,1,66921,Y,62,15701,8,7850,785,2,2,8,785,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1177.0,1.0,66921.0,62.0,15701.0,8.0,7850.0,785.0,2.0,2.0,8.0,785.0]","[2.425253699629107,17.318851713618958,0.2558945867519375]","[0.12126268498145534,0.8659425856809477,0.012794729337596872]",1.0,Low
363,1178,F,M,1,98453,Y,41,13721,11,6860,686,2,4,9,686,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1178.0,1.0,98453.0,41.0,13721.0,11.0,6860.0,686.0,2.0,4.0,9.0,686.0]","[1.6592321013946494,17.459529170930796,0.8812387276745535]","[0.08296160506973246,0.8729764585465398,0.04406193638372767]",1.0,Low
364,1179,F,S,2,57420,Y,46,25182,252,12591,1259,63,4,7,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,1179.0,2.0,57420.0,46.0,25182.0,252.0,12591.0,1259.0,63.0,4.0,7.0,0.0]","[16.657661533434027,2.5074465656372644,0.8348919009287045]","[0.8328830766717016,0.12537232828186326,0.04174459504643524]",0.0,High
365,1180,M,M,0,66000,N,46,3930,26,982,98,3,1,19,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,1180.0,0.0,66000.0,46.0,3930.0,26.0,982.0,98.0,3.0,1.0,19.0,0.0]","[16.75054943027764,0.0,3.249450569722357]","[0.8375274715138822,0.0,0.16247252848611787]",0.0,High
366,1185,F,S,1,540,Y,39,12341,7,6170,617,1,1,8,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,1185.0,1.0,540.0,39.0,12341.0,7.0,6170.0,617.0,1.0,1.0,8.0,0.0]","[16.15875279342093,2.2403630637219742,1.6008841428570946]","[0.8079376396710465,0.11201815318609872,0.08004420714285473]",0.0,High
367,1189,F,S,2,93559,N,58,1520,29,380,38,4,4,18,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1189.0,2.0,93559.0,58.0,1520.0,29.0,380.0,38.0,4.0,4.0,18.0,0.0]","[11.653647653220991,0.0,8.346352346779007]","[0.5826823826610495,0.0,0.41731761733895034]",0.0,High
368,1193,M,S,2,60095,Y,23,1710,116,427,42,17,1,18,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[0.0,0.0,1.0,0.0,1193.0,2.0,60095.0,23.0,1710.0,116.0,427.0,42.0,17.0,1.0,18.0,0.0]","[15.285509486095652,0.0,4.714490513904348]","[0.7642754743047826,0.0,0.2357245256952174]",0.0,High
369,1194,F,M,1,6946,N,20,33003,8,16501,1650,2,3,8,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1194.0,1.0,6946.0,20.0,33003.0,8.0,16501.0,1650.0,2.0,3.0,8.0,0.0]","[14.424673747269054,2.766575925247447,2.8087503274835006]","[0.7212336873634526,0.13832879626237232,0.140437516374175]",0.0,High
370,1199,F,S,2,21274,N,46,10871,32,5435,543,8,1,7,543,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,1199.0,2.0,21274.0,46.0,10871.0,32.0,5435.0,543.0,8.0,1.0,7.0,543.0]","[1.751992726688944,17.92304202590208,0.32496524740897237]","[0.08759963633444721,0.8961521012951043,0.016248262370448623]",1.0,Low
371,1200,F,M,2,28267,N,30,21872,192,10936,1093,48,2,8,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1200.0,2.0,28267.0,30.0,21872.0,192.0,10936.0,1093.0,48.0,2.0,8.0,0.0]","[17.13294442993612,1.8937488672131968,0.9733067028506807]","[0.856647221496806,0.09468744336065985,0.04866533514253403]",0.0,High
372,1201,F,M,2,36725,N,56,8650,77,2162,216,11,2,19,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,1201.0,2.0,36725.0,56.0,8650.0,77.0,2162.0,216.0,11.0,2.0,19.0,0.0]","[16.03666229733057,0.0,3.9633377026694285]","[0.8018331148665285,0.0,0.19816688513347147]",0.0,High
373,1205,F,M,2,69133,Y,27,8580,37,2145,214,5,5,15,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,1205.0,2.0,69133.0,27.0,8580.0,37.0,2145.0,214.0,5.0,5.0,15.0,0.0]","[13.62443553815771,0.007142857142857143,6.368421604699432]","[0.6812217769078855,0.00035714285714285714,0.3184210802349716]",0.0,High
